# agent_id,timestep,x,y,heading  (0=E 1=N 2=W 3=S)
48,31,3,31,1
48,32,3,30,1
48,33,3,29,1
48,34,3,28,1
48,35,3,27,1
48,36,3,26,1
48,37,3,25,1
48,38,3,24,1
48,39,3,24,1
48,40,3,23,1
48,41,3,23,1
48,42,3,22,1
48,43,3,21,1
48,44,3,20,1
48,45,3,19,1
48,46,3,18,1
48,47,3,17,1
48,48,3,16,1
48,49,3,15,1
48,50,3,14,1
48,51,3,13,1
48,52,3,12,1
48,53,3,11,1
48,54,3,10,1
48,55,3,9,1
48,56,3,8,1
48,57,3,7,1
48,58,3,6,1
48,59,3,7,1
48,60,4,7,0
48,61,5,7,0
48,62,6,7,0
48,63,7,7,0
48,64,8,7,0
48,65,9,7,0
48,66,10,7,0
48,67,11,7,0
48,68,12,7,0
48,69,13,7,0
48,70,14,7,0
48,71,15,7,0
48,72,16,7,0
48,73,16,6,3
49,0,3,40,1
49,1,3,39,1
49,2,3,38,1
49,3,3,37,1
49,4,3,36,1
49,5,3,35,1
49,6,3,34,1
49,7,3,33,1
49,8,3,32,1
49,9,3,31,1
49,10,3,30,1
49,11,3,29,1
49,12,3,28,1
49,13,3,27,1
49,14,3,26,1
49,15,3,25,1
49,16,3,24,1
49,17,3,23,1
49,18,3,22,1
49,19,3,21,1
49,20,3,20,1
49,21,3,19,1
49,22,3,18,1
49,23,3,17,1
49,24,3,16,1
49,25,3,15,1
49,26,3,14,1
49,27,3,13,1
49,28,3,14,1
49,29,3,13,1
49,30,3,12,1
49,31,3,11,1
49,32,3,10,1
49,33,3,9,1
49,34,3,8,1
49,35,3,7,1
49,36,3,6,1
49,37,3,5,1
49,38,3,4,1
49,39,3,3,1
49,40,3,2,1
49,41,3,3,1
49,42,4,3,0
49,43,5,3,0
49,44,6,3,0
49,45,7,3,0
49,46,8,3,0
49,47,9,3,0
49,48,9,4,1
